cleaned_text,sentiment
tap,Positive
love stuck amsterdam,Negative
hahaha welcom,Positive
pic roger,Negative
time low pop mtv hate popular ugh,Negative
thank compliment dear,Positive
alexa rank go philippin beat,Positive
thank good luck u report back thursday weigh q food good holla,Positive
still figur sadli take research know,Negative
need sunglass weather mayb protect harsh rain drop,Positive
cant post scare,Negative
order new tom,Positive
aww,Negative
go jog wish luck,Negative
woke weird watch dexter clean apt come movi day,Positive
day away come quick,Positive
happi mother day,Positive
lot song today,Positive
omg everyon heard much miley ticket grrrr everyth like expens,Negative
thank nice mention,Positive
painter woke half feel sorri still bed though new iphon softwar,Negative
game last night woohoo,Positive
depress,Negative
think oti co mmr booster yesterday amp thing els well poor littl bugger arm,Negative
juss woke sooo sad nowww,Negative
good morn twitter go allison hous littl bit studi finalsss,Negative
suppos must write ya novel mornin somethin look forward ya wake,Positive
omg curl hair haha im happi thank chloe hairdress kudo,Positive
look angri photo oh link video dead,Negative
opo sou aresi ise stin athina,Positive
heey lov ur tweet hahah hey u like lt hope u like xoxo spain,Positive
first class got cancel still got nd rd go forget assign,Negative
oooh shiiiiit break alreadi,Negative
got jessica,Positive
lmfaooooo mean anyth u tri smoov possibl lol u good tho,Positive
time wwe airbrush nime photo need decis,Positive
omg lvatt trend topic cool verri happi sinc sunday bloodi love haha,Positive
hate get home work knock wake midnit cant go back sleep someon entertain pleas,Negative
tomorrow holland,Negative
follow song writer cool ppl,Positive
actual think day mom crapton resourc commun dad get noth,Positive
want leaveeee,Negative
uggghhh look like even date librari,Negative
lot design today bring challeng babi haha,Positive
knee hurt,Negative
biggi worri anyway follow david twitter account fun,Positive
still fever suck spend day sick bed,Negative
sing rain even though rain,Positive
glue use smell realli nice,Negative
got text lol hehe love text,Positive
night exam im sit watch norwegian zombi nazi horror comedi dead snow got prioriti straight,Positive
ask like carrot see get fun,Positive
hair even stay back burnt much,Negative
mani fear life give spider bug blood dead thing hors ever even pictur,Negative
ye small keyboard mich bright light outsid light sensit eye,Negative
pretti girl cook dinner make right choic overtim,Positive
wish snippi tool auto scroll featur like snagit captur webpag,Negative
stress smh twin know,Negative
look good non profit christian ministri monday ministri spotlight,Positive
agre advert old peopl bring back phil,Negative
final cit tay shoe shop moment focus lolol,Positive
weather nice airport booooo great time ny gonna miss shall see soon lol,Negative
wish could gone tao nightclub,Negative
articl use tinyurl com shorten url mommi love,Positive
follow london hous lol,Positive
okay must teach crane feel closer prison break charact contract swiney,Positive
move couch caus boo said snore,Negative
ever felt happi stop smile woke excit today smile,Positive
relax watch eastend,Positive
anoth yum,Positive
loveee ny get breakfast gonna go mimi sooo tiredddd miss odeee love,Positive
noooo wide awak wait jonni boy,Positive
new fone got lg cooki,Positive
went golden ear bridg open parti today walk end end despit sea peopl pretti damn cool,Positive
get much sympathi,Positive
miss u alon n bore talk klass cuz didnt u lol,Negative
show kick ass love cast soccer pub,Positive
yesterday first time go outsid hair caus soccer camp well short hair burnt neck,Negative
watch titan,Positive
waterrrrr mmmmm want coffeeee starbuck anyon,Negative
womongath lol talk week lt,Positive
perfect way cap great lunch ginorm serv strawberri gelato,Positive
want give hug amaz rwoc hurt tonight,Negative
tri stay aliv prepar big wed parti,Positive
omg realli sorri,Negative
good look model blue denim jean,Positive
none lover worn quarter cup bra bed oh yeah none classi,Negative
feelin gettin block soon tweet much,Negative
wait see denver time stand pleas make sure fave,Positive
town minut exit see nearli friend today,Positive
who class that sad,Negative
awak hour sleep well god morn,Positive
listen shuffl go bed,Positive
cute guy stare across loung think wink,Positive
sure sing ring fire,Negative
climb,Positive
blast today wendi brent exhaust arkansa mission trip tomorrow,Positive
ye graphic tragic loss life,Negative
lol ye go buy,Positive
r aw knockout outclass afraid time retir,Negative
said monday bad feet touch ground day,Positive
danc studio chillin,Positive
suffer syndrom unfortun accord ex,Negative
wish sg misisng,Negative
pant louis work weekend get back pm sat amp pm sun take min get pitch,Negative
shero lol wanna like,Positive
pick run dont think realli possibl like smear,Negative
soooooo everybodi everybodi talk latest gossip,Positive
mum know differ site get ticket hope get im gonna scream,Positive
love pass fowler amp song remind scott come ipod shuffl,Negative
tri figur holiday entail char worth clue great time,Positive
gala work flatwork know jump never ridden dressag side pass trot guess figur,Positive
talk selena gomez phone got hung,Negative
tire,Negative
thank love disneyland disney danc,Positive
man,Positive
pool day bitch,Positive
miss festa junina hate ground freak god sake,Negative
come gym look forward mother roast dinner mmmmm,Positive
dont evn talk huge mistak shoulda listen kno disappoint,Negative
go make pizza lil brother,Positive
shamim song play loud miss u,Negative
last part know like,Positive
congrat la laker well deserv championship know see dwight howard back final soon,Positive
vote love song wish could watch person futur,Positive
think,Positive
ima get sick eat cheap mint r soo good mhmm,Positive
doggi eat never happen histori dog life,Negative
ugh hate project,Negative
watch south park smoke bowl lol,Positive
hahaha know right know feel asian vertic challeng lol,Negative
pba updat final score alaska ginebra,Negative
cant sleep,Negative
tri lose voic,Negative
thank manag get today let know,Positive
daughter nd birthday friday parti sunday go day,Positive
haha good im one lol,Positive
audio viasandiego song great,Positive
alreadi like thank,Positive
stay bed anyth like darlington crap,Positive
car shift park worri car money pit move europ ride bike,Negative
sure sorri,Negative
beo n flickr page,Positive
omg crave almond great yay dri pasta,Negative
june yaay bbq place tonight everyon fridg full digi cam readi soo readi,Positive
burnt bezel oh,Negative
think may mere person way much time hand,Positive
got wet way home new hair look like crap tri feel happi work,Negative
pleas fix insid stream tomorrow,Negative
dayum like abl see go blind sex cut,Positive
know cage bird sing,Negative
excit guest blog,Positive
omg miley would,Negative
yep letshost fault,Negative
launch beta version websit real product yet though http crystaldermi com,Negative
get massag later hope eas pain neck,Negative
great thank ask let get ad linkin group spruce thing bit,Positive
australian reles know pleas write back,Positive
oooh miss repli last night account fall asleep tri catch,Positive
kid underfoot sleep definit luxuri grab,Positive
what goin keep head,Negative
welcom paunch club,Positive
love wake voic,Positive
miss sad heart hurt,Negative
found cat bad shape,Negative
gone know back either least month could,Negative
think gonna go see pastor creflo dollar preach today get word creflodollarministri org,Positive
ahhhh back maclab start realli get sick place got night come,Negative
still bed listen rain sneez,Negative
quot skynet quot,Negative
appar pluto scorpio amp gener interest gender issu,Positive
ooh like giveaway work darn twitter peopl,Positive
redo coursework told dictionari help,Negative
thornton feel outdon compens man point lost lose twister despit,Negative
ne follow,Positive
date ask lip real like quot ye flatter think quot best compliment ever,Positive
think go pick lavend today look beauti wash purpl,Positive
sore throat,Negative
follow ethic group member person friend,Positive
anyon know rich peopl would like help pay loan got deni peac corp,Negative
ccf save child life need heart transplant need research help dont forget kid,Negative
follow ur pleas follow girl,Positive
win ticket,Positive
im sure worri caus last time gone long hospit,Negative
ugh get eyebrow done ugh u h gettn dem done,Negative
come mine,Negative
well school need upload video youtub chicago vid almost soon,Positive
beach,Positive
sexi costum felin feisti cat costum pur know els would,Positive
doctor offic woooo much fun go back wotk cant afford,Negative
stop,Positive
bull shit,Positive
phi test ok,Negative
random obviou statement,Positive
serbia love,Positive
bloodi ruin night,Negative
happi birthday bayla wave,Positive
thank ye actual worri,Positive
still tri learn post pictur easi phone nice pictur taken ride hope post soon,Negative
haha learn work coffeeshop,Positive
anoth sad morn today dad go go la miss,Negative
go dinner date w sweeti feelin much better today,Positive
guess miss concert good set list much bass hear vocal well ladytron pretti good tho,Negative
put need look realli seem like brilliant man,Positive
rip puppi got year half dog think would depress month would die,Negative
beauti dirti rich,Positive
hmm interest way put gray amp p hair fine gray fade,Positive
